,t,tx,OD,CDWOD,CDW,TDA,O2,CO2,His,Thr,Val,Trp,Phe,Ile,Leu,Lys,Glc,Man,Nag
13,30.500000000058208,30.500000000058208,1.68,0.372055207052275,0.429999999999997,1.074,24.855,19.402,1.0225785,0.7852545,0.5560755,0.8921555,0.909394,0.4996145,0.589983,0.5815225,0.475,0.0,0.0
14,32.00000000005821,32.00000000005821,1.93,0.427222736349533,0.520000000000009,1.18,28.654,22.594,0.965568,0.7404325,0.454071,0.8641735,0.8560195,0.4499235,0.494656,0.480134,0.0,0.0,0.0
15,33.5,33.50000000005821,2.01,0.44529374231569,0.534999999999985,1.271,32.587,25.857,0.9462345,0.682895,0.435611,0.8286275,0.822575,0.432771,0.483037,0.468142,0.0,0.0,0.0
16,35.0,35.00000000005821,2.1,0.465634963154235,0.454999999999994,1.351,35.69,28.743,0.7956735,0.506279,0.233676,0.717286,0.654853,0.312978,0.288937,0.260891,0.0,0.0,0.0
17,36.5,36.50000000005821,2.24,0.497384673252999,0.459999999999994,1.433,38.86,31.431,0.7651165,0.449791,0.16588,0.6867145,0.614392,0.272041,0.218989,0.0,0.0,0.0,0.0
18,38.0,38.00000000005821,2.4,0.533201850991515,0.529999999999986,1.503,42.047,34.303,0.645021,0.3469125,0.0963875,0.6109865,0.527294,0.2139315,0.138332,0.0,0.0,0.0,0.0
19,39.5,39.50000000005821,2.5,0.555726419731242,0.569999999999982,1.555,45.262,37.011,0.385985,0.187744,0.0,0.404649,0.334571,0.1219915,0.0,0.0,0.0,0.0,0.0
20,41.0,41.00000000005821,2.71,0.60380486765691,0.479999999999992,1.614,48.496,39.866,0.3210425,0.126611,0.0,0.3797525,0.309682,0.093976,0.0,0.0,0.0,0.0,0.0
21,42.5,42.50000000005821,2.84,0.633321297469766,0.669999999999971,1.688,51.665,42.874,0.168407,0.058306,0.0,0.2785565,0.2240755,0.0,0.0,0.0,0.0,0.0,0.0
22,44.0,44.00000000005821,2.9,0.647482032821211,0.609999999999999,1.733,54.897,45.889,0.0,0.0,0.0,0.1507935,0.1239105,0.0,0.0,0.0,0.0,0.0,0.0
23,45.5,45.50000000005821,2.98,0.665863145730272,0.560000000000027,1.7445,58.028,48.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,47.0,47.00000000005821,3.17,0.709163420671243,0.719999999999987,1.7535,60.681,51.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,49.5,49.5,3.036,0.68103003070157,0.48999999999999,1.7651,63.34,55.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,51.5,51.50000000005821,2.926,0.657781912319776,0.629999999999997,1.7731,65.284,58.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,72.0,71.00000000005821,2.169,0.49532884241776,0.929999999999986,1.748,76.29699999999998,69.848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
