,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0588,0.01430593562368,,-0.0077,14.495734,0.0,0.0
1,1.8666666666395,0.074,0.018004068642046,,-0.0045,14.9074295,0.070313314912042,0.045998798533038
2,3.86666666652309,0.098,0.023843226039467,,-0.0005,15.052112,0.374029722423403,0.214190844625931
3,5.8666666665813,0.1324,0.032212684975769,,0.0094,15.248246,0.831635661668043,0.493597439123282
4,7.8666666666395,0.1862,0.045302129474987,,0.0132,13.9204575,1.6217353941069,0.950072870522093
5,9.89999999996508,0.2528,0.061505791252828,,0.0376,13.843359,2.76175587686893,1.60537025186172
6,12.033333,0.3638,0.088511894215898,0.094736842105263,0.0812,12.6088235,4.47090351054357,2.67140124751078
7,13.95,0.48,0.116783147948408,0.120000000000009,0.1272,12.811984,6.88006311217834,4.09898048047831
8,15.9,0.643,0.156440758605888,0.225000000000009,0.2183,11.9830485,9.761540332759568,5.95895798756081
9,17.916667,1.055,0.256679627261605,0.274999999999981,0.3301,10.4889805,13.9116438858946,8.68188721648121
10,19.950278,1.67,0.406308035570503,0.42000000000002,0.4778,9.126597,20.105086370549,12.419305912127
11,21.866667,2.172,0.528443744466546,,0.6383,6.987227,27.256749172573695,17.6898300817681
12,23.866667,2.98,0.725028710179699,0.605000000000011,0.8505,3.9235995,37.097019597644895,24.96070306135
13,25.866667,4.0,0.973192899570066,0.749999999999984,0.8696,2.3410635,49.9937258978024,33.8659804933969
14,26.866667,3.8,0.924533254591563,0.995000000000013,0.9889,0.0,57.1599565519487,39.3096131601146
15,27.866667,3.184,0.774661548057773,1.05500000000001,1.5369,0.0,62.07524302361129,43.6087539085888
16,29.866667,,,,,0.0,67.0454315216418,50.1202472032277
17,47.95,2.504,0.609218755130861,0.985000000000014,1.011,0.0,78.61188729400261,65.4543025069572
