,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0237,0.00728301,,-0.0248,15.8532135,0.0,0.0
1,2.000000000058208,0.025,0.007682631773254,,-0.0308,15.58176075988913,0.057547,0.043189
2,3.999999999941792,0.0298,0.00915847991418,,-0.0256,15.53213530597836,0.17635,0.13292
3,6.0,0.0338,0.010388442115318,,-0.0194,15.33002455315953,0.29722,0.22983
4,8.000000000058208,0.04,0.012294538448419,,-0.0125,15.418593129688263,0.44363,0.33223
5,9.999999999941792,0.046,0.014138845619256,,-0.0065,15.337434358894654,0.62474,0.43411
6,12.0,0.0492,0.015122801401655,,-0.0012,15.76982004012046,0.79485,0.54912
7,14.000000000058208,0.0569,0.017489913871635,,0.0054,15.09471354012046,0.98413,0.67996
8,15.999999999941792,0.0684,0.021023863871635,,0.0166,14.997686746118866,1.2343,0.8346
9,18.0,0.0793,0.024374333061632,,0.027,15.404229246118868,1.4882,0.99793
10,20.000000000058208,0.0977,0.030028653061632,,0.0333,14.880957246118866,1.7869,1.2025
11,21.999999999941792,0.1129,0.034699613061632,,0.0449,14.804670853167933,2.207,1.4267
12,24.0,0.1304,0.040132387002259,,0.0601,14.566781753556953,2.6694,1.6894
13,26.000000000058208,0.1531,0.047164188884463,,0.0756,14.754579296030728,3.2244,2.0266
14,27.999999999941792,0.1772,0.054578424358965,,0.0862,14.562289242829976,3.8291,2.4452
15,30.0,0.1927,0.059354060818886,,0.0952,14.162042061918608,4.3754,2.9067
16,32.00000000005821,0.208,0.064058222805786,,0.0995,14.242595061918609,5.0276,3.3343
17,33.99999999994179,0.227,0.069896922805786,,0.1095,14.313948891802353,5.6792,3.8017
18,36.50000000005821,0.2563,0.078903903857969,,0.1239,14.015582795694897,6.6293,4.4045
19,39.000001388951205,0.288,0.088661028293462,,0.1381,13.646733232292508,7.6731,5.1082
20,42.0,0.321,0.098805857048478,0.094666666666667,0.1637,13.238616233227576,9.0921,6.1406
21,44.9999986110488,0.384,0.118345438414944,,0.207,12.601113562882611,10.835,7.2319
22,47.999997222272206,0.462,0.142399461448419,0.134999999999996,0.24,13.381612062882612,13.077,8.5304
23,50.99999583332101,0.579,0.178353561448419,0.150000000000006,0.2843,12.696732536625031,15.509,10.039
24,53.99999444436981,0.671,0.206634779341746,0.174999999999992,0.3295,12.67439764165041,18.257,11.835
25,56.999993055593215,0.708,0.218015255648422,0.175000000000003,0.3848,11.778221035899364,21.42,14.007
26,59.99999166664202,0.818,0.251842560790299,0.219999999999998,0.4551,10.988426277749204,25.051,16.544
27,62.999990277690806,0.942,0.28995511959227,0.279999999999991,0.5243,10.237167772790364,29.147,19.422
28,65.99998888891423,1.049,0.322869189551078,0.314999999999999,0.5844,9.12766938240846,33.785,22.738
29,68.99998749996303,1.108,0.341070929889369,0.365000000000004,0.6661,8.322331558368708,38.909,26.385
30,71.99998611118644,1.232,0.379237140336715,0.349999999999995,0.7284,7.650831500380009,44.262,30.491
31,74.00000000005821,1.322,0.406983687212991,0.434999999999997,0.7728,6.950440346955774,48.097,33.419
32,75.99999999994179,1.359,0.420453208492418,0.395000000000001,0.8151,6.196880975918454,52.034,36.271
33,78.0,1.53,0.473904039413201,0.51500000000001,0.855,5.499060608793773,55.947,39.685
34,80.00000000005821,1.65,0.510862623647845,0.534999999999997,0.887,5.085142481857052,59.805,43.385
35,81.99999999994179,1.65,0.512376538127778,0.520000000000004,0.922,4.549971173342235,63.581,46.527
36,84.0,1.646,0.511210709346982,0.579999999999992,0.9523,3.9178495137039,67.459,49.899
37,86.00000000005821,1.645,0.511001291640136,0.534999999999985,0.9784,3.395567308985907,71.097,53.014
38,96.0,1.666,0.517972,0.6399999999999961,1.1069,0.3072828089859068,88.19799999999998,66.454
