,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0184,0.00580152,,-0.0288,14.9855,0.0,0.0
1,1.5,0.02,0.006306,,-0.0267,14.8755,0.036326,0.013649
2,3.0,0.0232,0.0073160061739,,-0.0172,14.929134835707607,0.12477,0.051933
3,4.5,0.0363,0.0114464361739,,-0.0234,14.790634835707609,0.16137,0.10127
4,6.0,0.0302,0.009524436848358,,-0.019,14.79870231514676,0.27759,0.16599
5,7.5,0.0367,0.011573886848358,,-0.0145,14.81520231514676,0.42357,0.2322
6,9.0,0.0447,0.014100279164209,,-0.0112,14.908923109968248,0.55353,0.32842
7,11.000000000058208,0.0631,0.019904635545659,,0.0,14.752024724114868,0.83337,0.46893
8,12.999999999941792,0.0854,0.026943555059414,,0.0106,14.811772327974213,1.1448,0.71071
9,15.0,0.1121,0.035377574858578,,0.0224,14.60117017887511,1.5735,1.0301
10,17.000000000058208,0.1442,0.045518541902602,,0.0426,14.57101554464206,2.1361,1.4922
11,18.999999999941792,0.191,0.060437634542833,,0.065,14.181734793483637,2.8384,2.098
12,21.0,0.2295,0.072629920123293,0.092666666666667,0.103,13.699757845129133,3.7818,2.9118
13,23.00000138883479,0.273,0.086405013021626,,0.1312,13.381955921722582,4.9898,4.1228
14,25.0000027778442,0.317,0.100358952639555,,0.1633,12.832244861038976,6.4143,5.5051
15,27.00000416667899,0.401,0.127057757618437,0.164999999999993,0.2168,12.171612761660093,8.115,7.1529
16,29.00000555551378,0.53,0.167989488753343,0.205,0.2664,11.460603427516746,10.196,8.9274
17,31.000006944523196,0.75,0.23845383989129,0.219999999999998,0.3192,10.75822558264912,12.438,10.868
18,33.00000833335798,0.663,0.212458077976753,0.255000000000005,0.3473,9.946310597011092,14.904,13.129
19,35.000009722192765,0.763,0.244465118109037,0.284999999999991,0.4113,8.99261459679816,17.524,15.649
20,37.00001111102756,0.88,0.28202001229356,0.349999999999995,0.4774,7.883321538989554,20.503,18.453
21,39.16666666668607,0.999,0.320013950450089,0.370000000000004,0.52,6.805103771704843,23.827,21.683
22,41.00001388887176,1.161,0.371220107200783,0.414999999999999,0.538,6.003092406938728,25.752,24.262
23,43.00001527770655,1.356,0.432905126707674,0.465000000000004,0.5381,5.152380286736793,27.558,26.985
24,45.000016666715965,1.65,0.526134279907449,0.495000000000001,0.537,4.311972314251711,29.207,29.316
25,47.000018055550754,1.9,0.605065480754196,0.550000000000006,0.535,3.560049702800387,30.792,31.441
26,49.000019444385536,2.09,0.665909098881041,0.579999999999981,0.524,2.84365559524854,32.386,33.75
27,51.0,2.21,0.703997291630778,,0.521,2.202341439600971,34.02,36.008
28,53.00000000005821,2.47,0.786120970938502,0.929999999999986,0.509,1.555574888338873,35.484,37.971
29,54.99999999994179,2.72,0.865103087198194,0.859999999999994,0.51,0.96619552631322,36.848,39.824
30,57.0,2.86,0.909673989710045,0.820000000000021,0.489,0.0,38.067,41.836
31,59.00000000005821,2.877,0.916342631933483,0.849999999999995,0.4747,0.0,38.848,43.138
32,60.99999999994179,2.94,0.936206531933483,0.790000000000002,0.468,0.0,39.435,44.052
33,63.0,2.93,0.933053531933483,0.770000000000004,0.461,0.0,39.973,44.579
34,65.00000000005821,2.92,0.929900531933483,0.819999999999999,0.456,0.0,40.466,45.018
35,66.99999999994179,2.93,0.933053531933483,0.740000000000007,0.446,0.0,40.947,45.44
36,71.00000000005821,2.93,0.933053531933483,0.729999999999986,0.436,0.0,41.752,46.238
37,75.0,2.93,0.933053531933483,0.740000000000007,0.43,0.0,42.639,47.095
