,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0187,0.00486574,,-0.0309,16.155769,0.0,0.0
1,2.000000000058208,0.0215,0.005598185142822,,-0.03,16.24097674462819,0.016927,0.16356
2,5.000000000058208,0.0251,0.006538508705231,,-0.0284,16.2034705425683,0.10704,0.38308
3,8.000000000058208,0.0298,0.00776362056747,,-0.0261,16.155114120670667,0.2188,0.5753
4,11.000000000058208,0.0355,0.009249364333478,,-0.0177,16.31331877902208,0.35877,0.7976
5,14.000000000058208,0.0436,0.011360202698504,,-0.0114,16.299303578162615,0.51869,1.0739
6,17.000000000058208,0.0541,0.014102314149199,,-0.0044,15.841532478365668,0.75798,1.4097
7,20.000000000058208,0.0651,0.016969379878735,,0.0017,16.10447568905554,0.97658,1.8111
8,23.000000000058208,0.0774,0.020190272815637,,0.0131,16.047701780270447,1.2642,2.2819
9,26.000000000058208,0.0913,0.023820744584634,,0.0229,15.69343487406716,1.5831,2.8238
10,29.000000000058208,0.1058,0.027617814245481,,0.0376,15.500346934085435,1.9868,3.4244
11,32.00000000005821,0.124,0.032372453700212,,0.054,15.800424105281992,2.4521,4.0871
12,35.00000000005821,0.1422,0.037157330949276,,0.0564,15.779911931030709,2.993,4.8518
13,38.00000000005821,0.1644,0.042965755767518,,0.0752,15.88494281554082,3.5774,5.7093
14,41.00000000005821,0.1904,0.049782820128298,,0.1151,13.841860004670767,4.2701,6.6843
15,44.00000000005821,0.2166,0.056659419201459,,0.13,13.341137681988808,5.0618,7.8028
16,47.00000000005821,0.2522,0.066047399961954,,0.1548,14.034100143677025,5.9356,9.0989
17,50.00000000005821,0.2938,0.077450718337144,0.068666666666667,0.1826,13.766665589063829,7.031,10.487
18,53.00000000005821,0.3521,0.092775702405935,,0.2226,13.385686585585567,8.3779,12.216
19,56.00000000005821,0.4017,0.105843034376291,,0.2694,12.832934911854288,9.8747,14.159
20,59.00000000005821,0.4464,0.117716458202535,0.075000000000014,0.2991,12.288146021621998,11.574,16.441
21,62.00000000005821,0.5027,0.132644776893604,0.109999999999988,0.3491,12.052577720593884,13.508,18.834
22,65.00000000005821,0.553,0.146123458788567,0.109999999999999,0.3912,11.159067047950892,15.524,21.736
23,68.00000000005821,0.627,0.165859152205734,0.129999999999986,0.4254,10.439901398287097,17.726,24.592
24,71.00000000005821,0.73,0.193158901281809,0.164999999999993,0.4684,10.099786609408666,20.121,27.952
25,74.00000000005821,0.784,0.207816281281131,0.209999999999999,0.516,9.247824075964516,22.837,31.416
26,77.00000000005821,0.905,0.240289700498624,0.229999999999997,0.5748,8.104979816515286,25.844,35.356
27,80.00000000005821,1.0,0.265839568268461,0.259999999999994,0.629,6.964868672194029,29.146,39.624
28,83.00000000005821,1.035,0.276095708142133,0.265000000000004,0.6398,6.144992420471265,32.774,44.129
29,86.00000000005821,1.143,0.305494200238566,0.340000000000007,0.6929,5.192225291314674,36.754,49.077
30,89.00000000005821,1.254,0.336173294921655,0.365000000000004,0.7623,,41.039,54.719
31,92.00000000005821,1.416,0.380137163570375,0.380000000000003,0.8586,2.972367058338855,45.743,60.666
32,95.00000000005821,1.476,0.398226201277951,0.360000000000005,0.8878,1.581705022760847,50.727,67.397
33,98.00000000005821,1.558,0.422129917405443,0.414999999999999,0.928,0.0,55.932,74.715
34,101.0000000000582,1.388,0.378711316202392,0.419999999999998,0.9354,0.0,58.816,80.048
35,104.0000000000582,1.244,0.341544485196218,0.370000000000004,0.9233,0.0,60.425,82.432
36,108.0,1.2,0.330095685196218,,0.9027,0.0,62.023,83.873
37,111.0,1.123,0.310271589781057,,0.8895,0.0,62.944,84.897
