,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0195,0.008879522154103,,-0.0276,14.481,0.0,0.0
1,1.33333333331393,0.0382,0.017394756219833,,-0.0264,14.306,0.167721437277083,-0.032260219167243
2,2.91666666656965,0.0583,0.026547494440217,,-0.027,14.185,0.505329744194796,-0.035353372210908
3,4.33333333331393,0.0643,0.029279655103018,,-0.0261,14.158,0.870307307272197,-0.021602351603223
4,5.83333333331393,0.068,0.030964487511745,,-0.0258,13.916,1.32362365446509,0.169117770369524
5,8.83333333331393,0.1667,0.075908530414822,,-0.0195,13.356,2.69966111675324,1.69127673189794
6,10.8333333333721,0.2,0.091072022093367,,0.0,12.992,4.13838636400051,3.15230662527755
7,11.9166666665697,0.2358,0.10737391404808,0.156557465871153,0.0222,12.487,5.10345029560375,4.11685127475894
8,13.3333333333139,0.4102,0.186788717313496,,0.0621,12.02,6.69427218109252,5.72024845549885
9,14.8333333333139,0.526,0.239519418105556,0.255878061585916,0.0818,11.429,8.53713880703877,7.53556119784558
10,16.3333333333139,0.601,0.273671426390569,0.301021736377455,0.1388,10.521,10.8835258942199,9.69741373030758
11,17.8333333333139,0.754,0.343341523291995,0.386368177157838,0.1881,9.352,14.0586366661795,12.4655887515694
12,19.333333333313895,1.033,0.470386994112242,0.492029782834253,0.291,7.639,18.1980430150465,16.3039298233099
13,20.833333333313895,1.149,0.523208766926395,0.558703702991198,0.3462,6.422,23.464955765038695,21.3347081930448
14,22.333333333313895,1.488,0.677575844374652,0.734092447435989,0.3972,4.769,29.3767521352382,27.0556327367021
15,23.833333333313895,1.787,0.813728517404237,0.789092447436,0.4271,3.254,35.1428571224265,32.7272117635101
16,25.333333333313895,2.12,0.965363434189693,0.884092447435995,0.4447,1.871,40.40211748589591,38.0638425290395
17,26.9166666665697,2.844,1.29504415416768,0.829034339068938,0.4634,0.0,44.6170034285998,42.8561322878068
18,28.333333333313895,2.91,1.32509792145849,1.02515601445136,0.45,0.0,47.3284712058359,46.5269915629703
19,29.833333333313895,2.76,1.25679390488847,1.04690657290424,0.4221,0.0,49.3412079447202,49.5974664537859
20,31.333333333313895,2.55,1.16116828169043,0.968466008941798,0.283,0.0,50.9133123642842,52.01719502565609
21,32.8333333333139,2.322,1.05734617650399,1.03480293000027,0.4246,0.0,52.2100628455705,53.9990155354906
22,35.8333333333139,2.23,1.01545304634105,,0.4026,0.0,54.1316935982396,56.7002462425684
23,46.833333333372096,1.848,0.841505484142714,1.26900307485257,0.392,0.0,57.734,61.616
