,t,OD,CDWOD,CDW,TDA,S,O2,CO2
0,0.0,0.0178,0.007536542563929,,-0.027,14.432,0.0,0.0
1,1.33333333331393,0.0386,0.016343288930768,,-0.0254,14.265,0.180137181312354,0.093963197840032
2,2.91666666656965,0.0529,0.022397927057969,,-0.0264,14.2225,0.529140127038975,0.341667205188427
3,4.33333333331393,0.0736,0.031162333298044,,-0.0248,14.168,0.901298245034546,0.665042927355617
4,5.83333333331393,0.098,0.041493324228374,,-0.0239,14.067,1.37995720766746,1.11307465224171
5,8.83333333331393,0.1931,0.081758784780602,,-0.0228,13.506,2.99170268293274,2.37270354958747
6,10.8333333333721,0.251,0.106273718176754,,-0.0178,12.95,4.82304660209779,4.04589568169943
7,11.9166666665697,0.285,0.120669361276394,0.194724146859542,-0.01,12.3445,6.09413485906575,4.83557713276433
8,13.3333333333139,0.4185,0.177193430505862,,0.0155,11.8545,8.09144873575128,6.26795583853963
9,14.8333333333139,0.585,0.247689741567335,0.313458643275286,0.028,11.0265,10.6689910413386,8.38181335950571
10,16.3333333333139,0.631,0.267166199878612,0.366023140445399,0.0709,9.84,13.9030987326217,10.9704035779189
11,17.8333333333139,0.832,0.352269854673542,0.531991638895317,0.1223,8.5905,18.4066085935758,14.3071364985889
12,19.333333333313895,1.267,0.536449406095407,0.532667688558204,0.1818,7.361,23.901020534228095,18.7438389628968
13,20.833333333313895,1.285,0.544070628912863,0.720076430410315,0.2161,5.2995,30.0781520462954,23.4299419095954
14,22.333333333313895,1.523,0.644840130610343,0.78007643041032,0.2194,3.832,35.5726065151556,28.1743579396288
15,23.833333333313895,1.913,0.809966624988566,0.735076430410313,0.2253,2.745,40.7298442946132,33.2813268768663
16,25.333333333313895,2.02,0.855270560625668,0.800076430410317,0.2192,1.499,45.4044907660306,37.9516763843861
17,26.9166666665697,2.836,1.20076599501703,1.04418225259909,0.2332,0.0,50.5002652756938,42.7191397204799
18,28.333333333313895,2.655,1.12413036557483,0.988370492929013,0.2261,0.0,53.612602563737696,46.4303493030943
19,29.833333333313895,2.62,1.10931132120755,1.04590312104337,0.2114,0.0,55.5077989220271,49.323608500381
20,31.333333333313895,2.581,1.09279867176973,1.02763071405338,0.2172,0.0,56.934442005814894,51.5300730972466
21,32.8333333333139,2.347,0.993722775142793,1.02402558873842,0.2147,0.0,58.091530343955,53.20274691969671
22,35.8333333333139,2.236,0.946725234435145,,0.1981,0.0,59.917633672068,55.5605602184568
23,46.833333333372096,1.853,0.784562548930377,0.787561117805052,0.1987,0.0,63.457,60.048
